human_readable_id,title,type,description,frequency,degree,text_unit_ids,suggested_schema_type,canonical_name,keep_in_controlled_kg,record_linkage_group,review_notes
160,INTEGRIERTER ÖSTERREICHISCHER NETZINFRASTRUKTURPLAN (NIP/ÖNIP),POLICY,Policy type: plan; Jurisdiction: Austria; Status: draft; Source meaning: The Integrated Austrian Network Infrastructure Plan (ÖNIP) determines PV expansion potential and is based on the Umweltbundesamt's Transition 2040 scenario.,1,3,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
161,ENERGIE- UND TREIBHAUSGASSZENARIO TRANSITION 2040,POLICY,"Policy type: scenario; Jurisdiction: Austria; Status: scenario; Source meaning: Developed by Umweltbundesamt, informs the NIP/ÖNIP on long-term energy and greenhouse gas development and PV potential.",1,2,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
162,UMWELTBUNDESAMT,ORGANIZATION,"Environmental Agency Austria (Umweltbundesamt), author of the Transition 2040 energy and GHG scenario referenced in the expansion planning and PV potential assessment.",1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
163,"REKORDMARKEN PV-NEUINSTALLATION — 1 GW (2022); 2,5 GW (2023)",MARKET_METRIC,"Metric: PV new installations; Value: 1 GW in 2022, 2.5 GW in 2023; Unit: GW; Reference years: 2022, 2023; Geographic scope: Austria; Approximate: yes for 2023; Source meaning: 2022 saw 1 GW, and 2023 about 2.5 GW of new PV installations, marking record values.",1,2,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
164,AUSBBAUPOTENTIAL PV — 2 GW/JAHR (MITTELWERT BIS 2040),MARKET_METRIC,Metric: average annual PV expansion potential; Value: about 2; Unit: GW/year; Reference period: through 2040; Geographic scope: Austria; Approximate: yes; Source meaning: The depicted PV expansion path for Austria averages 2 GW per year to achieve 41 TWh annual generation by 2040.,1,2,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
165,FRAGE DER ANBINDUNG AN DAS ÖFFENTLICHE STROMNETZ,CONSTRAINT,Constraint: Question/challenge of grid connection for PV systems; Source meaning: Connection of new PV installations to the public electricity grid is identified as a key challenge to accelerated PV expansion.,1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
166,AKZEPTANZ IN DER BEVÖLKERUNG,CONSTRAINT,Constraint: Acceptance in the population; Source meaning: Societal/public acceptance is recognized as a challenge affecting PV expansion.,1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
167,LANGFRISTIGE WIRTSCHAFTLICHKEIT,CONSTRAINT,Constraint: Long-term economic viability; Source meaning: Ensuring ongoing economic sustainability for PV projects is listed as a challenge.,1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
168,MARKTKAPAZITÄTEN,CONSTRAINT,"Constraint: Market capacities; Source meaning: Sufficient market capacity (e.g., supply chains, skilled labor, resources) is noted as a challenge for accelerated PV growth.",1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
169,WINDKRAFT,TECHNOLOGY,Wind power is identified as one of the principal renewable energy technologies included in Austria's future energy mix together with hydropower and photovoltaics.,1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
170,STROM- UND FLEXIBILITÄTSMÄRKTE,INFRASTRUCTURE,"STROM- UND FLEXIBILITÄTSMÄRKTE are electricity and flexibility markets that are digitalized platforms enabling direct or collective participation of PV operators and communities with their electricity generation or flexibility options, supported by digital market communication infrastructure.",2,3,"['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'
 '05802f69e17001a506260c74ca400f6a1368fbf0132720e670d13ffd39c31d615ca94e0ffc071332bd317faa48542bde7970720b9f035d496136fc5d6bbb8ca5']",,,,,
171,WERTSCHÖPFUNG,MARKET_METRIC,"Metric: domestic value creation; Value: not numerically specified in the text; Geographic scope: Austria; Approximate: no; Source meaning: Increased PV deployment is said to enhance Austria's domestic value creation, though no explicit value is provided.",1,1,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
172,FORSCHUNGSEINRICHTUNGEN,ORGANIZATION,Leading research institutions in Austria are mentioned as benefiting from and contributing to Austria's role as a location for advanced PV development and innovation.,1,2,['f9e54ba797ff2b80a5f0e5f24e3901236ac4130e4e84d01615e67bc810b290cd5ac7c08f71a782797073050d512eda2695c3659569deba0d4bd5c3ab6195784a'],,,,,
173,ERNEUERBAREN-AUSBAU-GESETZ,POLICY,"The ERNEUERBAREN-AUSBAU-GESETZ (Renewable Expansion Act) is a law in force in Austria that establishes the legal framework for photovoltaic (PV) expansion, introduces higher incentives for dual-use and other preferred PV applications, segments funding by size class, and establishes four funding categories to support PV installations of various sizes, providing market opportunities especially for small and medium-sized installations.",2,4,"['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 'dafd7f2f39e49c87969ec1360e9fae0af9de6f290655205c8c120dd24dcc85da04f0536237f7f9529d31deed892d5abae3b8f58fb66ae9e497327f23b1e6b750']",,,,,
174,WOHNUNGSEIGENTUMSGESETZ (NOVELLE 2022),POLICY,Policy type: law; Jurisdiction: Austria; Status: adopted/implemented (amended in January 2022); Source meaning: This amendment to the Condominium Act eased the construction of PV installations for rowhouses or single buildings.,1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
175,PHOTOVOLTAIK-AUSBAU BIS 2040 — DURCHSCHNITTLICH 2 GW PRO JAHR,TARGET,Target: average annual photovoltaic capacity expansion; Target value: 2; Unit: GW per year; Deadline: 2040; Geographic scope: Austria; Status: planned; Source meaning: Austria intends to maintain an average annual PV expansion of 2 GW up to 2040.,1,2,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
176,ENERGIEWENDE,POLICY,"Policy type: broad transition process; Jurisdiction: Austria; Status: ongoing; Source meaning: The energy transition refers to the fundamental transformation of Austria's energy system, in which the expansion of photovoltaics plays a central and cross-sectoral role.",1,6,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
177,STROMNETZE,INFRASTRUCTURE,"STROMNETZE refers to electricity grids in Austria, designated as public infrastructure that are subject to cost-optimized further development within the energy infrastructure action field to enable sector-wide photovoltaic expansion and addressed in the context of hosting capacity and optimal use through flexibility measures.",2,5,"['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76']",,,,,
178,ENERGIEINFRASTRUKTUREN,INFRASTRUCTURE,"ENERGIEINFRASTRUKTUREN refers to physical and digital infrastructures for producing, transmitting, distributing, storing, or managing energy, including infrastructures beyond power grids, which are subject to cost-optimized further development for sector-wide PV expansion in Austria.",2,2,"['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '9ce049a98570c6bf53cf9e547168db075af2795fa519422bd27a2c9aa5b490c4b26aef25883802c4d8eb6e4dcb09c866e7d31677352f7beb6c4f9fcbbcc75e9b']",,,,,
179,PRIVATPERSONEN,STAKEHOLDER,"PRIVATPERSONEN (private individuals) are a key stakeholder group expected to find PV system installation attractive under favorable regulatory conditions, and are referenced as end users who will participate in smart local energy management and storage for managing generation and consumption peaks and increasing self-consumption.",2,2,"['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '6a1a5132f360531b1174e0eac2b2c5b6ece3b0771a8037231306baf0af8e8ca23de435f581fc62d6794cab81a5dadf3235b66eda56c331a0043621c688fbe302']",,,,,
180,PHOTOVOLTAIKANLAGEN,TECHNOLOGY,"PHOTOVOLTAIKANLAGEN refers to photovoltaic installations or PV systems in Austria, which are concrete installations designed for operation over more than 25 years and whose deployment targets both private individuals and companies, including installations with orientations optimized for edge times (Randzeiten) or winter periods.",2,8,"['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'
 '2d9fdebd364caf6ea226dc0ee6624e0c2d54fc65848a9cd18f9b868675333d5be302c20a6cbb1b4f9503e536f5051a60a8783cd3657ab2cf1f9daf65be366c76']",,,,,
181,DOPPELNUTZUNGEN UND ANDERE BEVORZUGTE PV-ANWENDUNGEN,TECHNOLOGY,"Dual-use and other preferred PV applications, identified in the legal framework as eligible for increased incentives.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
182,FÖRDERMITTEL IN GRÖSSENKLASSEN,SUPPORT_SCHEME,"Funding segmented by system size class, as specified in the Renewable Expansion Act to support PV expansion.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
183,FÖRDERUNGEN FÜR DOPPELNUTZUNGEN UND BEVORZUGTE PV-ANWENDUNGEN,SUPPORT_SCHEME,"Increased incentives for dual-use and other preferred PV applications, established in the Renewable Expansion Act.",1,2,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
184,AKZEPTANZ,CONSTRAINT,Confidence and acceptance in the population toward widely visible PV installations and associated electrical infrastructure is identified as a necessary condition for sustained PV deployment.,1,3,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
185,WIRTSCHAFTLICHER ANLAGENBETRIEB,CONSTRAINT,The economic operation of PV systems over more than 25 years is recognized as a necessary field for successful deployment and sustained expansion.,1,2,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
186,FORSCHUNGSEINRICHTUNGEN IM BEREICH DER PHOTOVOLTAIK,ORGANIZATION,"Research institutions in the field of photovoltaics, which are positioned as a strength for Austria and contribute to innovation and knowledge leadership.",1,2,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
187,INTERNATIONAL AGIERENDE PRODUZENT:INNEN IM BEREICH DER PHOTOVOLTAIK,STAKEHOLDER,"Internationally operating producers in the field of photovoltaics, relevant for domestic value creation and employment within Austria’s PV economy.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
188,PHOTOVOLTAIK-INDUSTRIE UND GEWERBE,STAKEHOLDER,"The Austrian PV industry and trades sector, identified as a provider of economic value creation and employment through the PV expansion.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
189,FORSCHUNG-TECHNOLOGIE-INNOVATION,POLICY,Policy type: action field/strategy area; Jurisdiction: Austria; Status: ongoing; Source meaning: The field dedicated to developing new technical and systemic PV solutions as part of Austria’s strategic PV expansion.,1,2,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
190,WÄRMESEKTOR,GEOGRAPHIC_AREA,"The heating sector is a major sector in Austria whose energy transition is impacted by photovoltaic expansion, as described in the national strategy.",1,2,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
191,INDUSTRIESEKTOR,GEOGRAPHIC_AREA,"The industrial sector in Austria is one of the areas fundamentally influenced by the expansion of photovoltaics, as noted in the national strategy.",1,2,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
192,ENERGIEVERSORGUNG,INFRASTRUCTURE,"The energy supply system as a whole in Austria, which is influenced by the expansion of photovoltaics and is essential for the energy transition process.",1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
193,ELEKTRISCHE INFRASTRUKTUREN,INFRASTRUCTURE,Electrical infrastructures associated with the sectoral deployment of photovoltaics and subject to societal acceptance.,1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
194,ENERGIESOUVERÄNITÄT ÖSTERREICHS,TARGET,Target: increased Austrian energy sovereignty; Target value: not quantified; Unit: not applicable; Deadline: not specified; Geographic scope: Austria; Status: aspirational; Source meaning: Improving Austria’s independence from international electricity prices and imports is described as a major benefit and goal of PV expansion.,1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
195,KOSTENGÜNSTIGE UND KALKULIERBARE STROMPREISE,TARGET,Target: affordable and predictable electricity prices; Target value: not quantified; Unit: not applicable; Deadline: not specified; Geographic scope: Austria; Status: aspirational; Source meaning: Achieving cost-effective and calculable electricity prices via PV expansion is a stated aim and benefit for Austria’s economic competitiveness.,1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
196,HOHE HEIMISCHE WERTSCHÖPFUNG,TARGET,Target: high domestic value creation through PV expansion; Target value: not quantified; Unit: not applicable; Deadline: not specified; Geographic scope: Austria; Status: aspirational; Source meaning: Generating substantial value within Austria’s economy is cited as a major expected outcome of PV expansion.,1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
197,TEILHABE DER BÜRGER:INNEN AM ENERGIESEKTOR,TARGET,Target: increased citizen participation in the energy sector; Target value: not quantified; Unit: not applicable; Deadline: not specified; Geographic scope: Austria; Status: aspirational; Source meaning: Enhancing citizen participation in the energy sector is articulated as an aim and effect of PV expansion.,1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
198,BREITE SICHTBARKEIT DER PV-INSTALLATIONEN,MARKET_METRIC,Metric: broad visibility of PV installations; Value: not quantified; Unit: not applicable; Reference year: not specified; Geographic scope: Austria; Approximate: yes; Source meaning: The high visibility of PV installations in Austria is noted as a fact relevant to social acceptance.,1,2,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
199,DAUERHAFTE AKZEPTANZ IN DER BEVÖLKERUNG,TARGET,Target: sustained acceptance in the population for PV expansion and related electric infrastructure; Target value: not quantified; Unit: not applicable; Deadline: not specified; Geographic scope: Austria; Status: aspirational; Source meaning: Permanent social acceptance is described as a requirement and goal for successful PV rollout.,1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
200,QUALIFIZIERTE ARBEITSPLÄTZE IN DER PHOTOVOLTAIK-INDUSTRIE UND DEM GEWERBE,TARGET,Target: many qualified jobs in the PV industry and trades; Target value: not quantified; Unit: not applicable; Deadline: not specified; Geographic scope: Austria; Status: aspirational; Source meaning: Creation of qualified jobs is a stated aim and benefit of PV expansion for Austria.,1,1,['06c273ec9919eb4693462fdacebd50536ccdcf47bacc47b2b30c8a69005636b654b4919dc579696a4a7abbde4a00511a66f0c0be040f4ffc907fc316bee009dc'],,,,,
